timestamp,machine_id,energy_consumption_kwh,compressed_air_usage,cooling_water_usage,power_peak_kw,energy_cost
2026-01-22 10:35:00,M03,38.37,14.51,18.1,61.71,27.74
2026-01-22 10:40:00,M01,30.96,14.23,11.81,56.85,60.87
2026-01-22 10:45:00,M02,42.085,15.54,15.805,62.31,119.16
2026-01-22 10:50:00,M03,45.36,18.16,14.59,59.545,90.58
2026-01-22 10:55:00,M01,24.18,25.25,16.8,67.25,92.87
2026-01-22 11:00:00,M03,38.28,17.04,16.04,57.38,118.87
2026-01-22 11:05:00,M01,39.37,18.86,11.96,48.64,102.64
2026-01-22 11:10:00,M01,38.96,19.75,12.5,60.2,24.57
2026-01-22 11:15:00,M04,41.21,19.68,14.06,53.62,73.48500000000001
2026-01-22 11:20:00,M02,48.4,21.72,14.53,45.47,122.4
2026-01-22 11:25:00,M01,28.83,17.27,13.5,67.66,72.46
2026-01-22 11:30:00,M02,31.74,16.68,14.01,70.86,148.14
2026-01-22 11:35:00,M02,38.31,20.33,15.12,59.03,63.88
2026-01-22 11:40:00,M04,37.15,19.14,15.43,56.7,126.51
2026-01-22 11:45:00,M03,36.31,13.26,12.03,54.88,92.15
2026-01-22 11:50:00,M01,29.95,18.9,14.5,59.24,110.17
2026-01-22 11:55:00,M03,40.8,20.37,13.56,57.62,96.45
2026-01-22 12:00:00,M04,30.63,14.85,16.8,68.3,93.94
2026-01-22 12:05:00,M03,42.53,21.52,14.78,57.49,32.34
2026-01-22 12:10:00,M03,26.33,12.26,13.21,50.46,103.91
2026-01-22 12:15:00,M04,33.38,22.66,17.26,68.59,64.38
2026-01-22 12:20:00,M04,40.76,18.46,15.39,58.02,38.39
2026-01-22 12:25:00,M04,23.8,13.54,19.02,58.97,122.24
2026-01-22 12:30:00,M01,39.62,26.57,16.74,69.76,24.87
2026-01-22 12:35:00,M04,39.96,12.05,13.87,67.83,63.42
2026-01-22 12:40:00,M02,40.625,16.3,11.87,49.6,27.67
2026-01-22 12:45:00,M01,35.4,20.5,14.94,67.75,138.46
2026-01-22 12:50:00,M04,34.45,16.745,8.07,54.36,27.42
2026-01-22 12:55:00,M04,34.67,21.44,15.69,58.62,122.26
2026-01-22 13:00:00,M03,38.19,17.11,15.99,57.41,98.9
2026-01-22 13:05:00,M02,42.94,23.23,12.51,56.75,132.24
2026-01-22 13:10:00,M02,27.03,21.52,18.87,51.45,109.48
2026-01-22 13:15:00,M01,36.45,18.19,15.16,79.58,127.44
2026-01-22 13:20:00,M01,30.49,16.59,16.93,47.87,87.8
2026-01-22 13:25:00,M04,40.07,18.69,17.62,55.19,47.35
2026-01-22 13:30:00,M04,32.13,22.55,10.9,57.025,131.94
2026-01-22 13:35:00,M03,32.42,18.29,20.08,57.01,28.04
2026-01-22 13:40:00,M01,35.6,19.94,15.92,60.21,42.88
2026-01-22 13:45:00,M01,40.99,21.25,11.99,72.42,75.05666666666667
2026-01-22 13:50:00,M02,35.47,10.56,16.39,47.35,107.23333333333335
2026-01-22 13:55:00,M04,33.53,15.93,17.81,58.86,139.41
2026-01-22 14:00:00,M04,40.38,18.24,13.76,66.01,41.09
2026-01-22 14:05:00,M01,38.144999999999996,22.56,7.9,66.14,24.82
2026-01-22 14:10:00,M02,31.07,22.75,16.59,43.25,65.50999999999999
2026-01-22 14:15:00,M01,35.3,17.27,17.91,53.62,106.2
2026-01-22 14:20:00,M04,35.47,20.02,17.65,60.34,133.18
2026-01-22 14:25:00,M04,37.47,21.96,11.91,70.38,136.35500000000002
2026-01-22 14:30:00,M01,43.09,15.97,19.21,71.41,139.53
2026-01-22 14:35:00,M01,45.25,21.03,16.12,60.04,120.97
2026-01-22 14:40:00,M04,43.87,23.76,10.25,75.59,38.12
2026-01-22 14:45:00,M04,46.15,17.87,10.04,72.91,120.01
2026-01-22 14:50:00,M03,36.98,17.58,8.24,74.02,119.86
2026-01-22 14:55:00,M03,35.08,20.36,14.62,54.16,136.33
2026-01-22 15:00:00,M01,33.61,20.64,14.03,71.11,88.67
2026-01-22 15:05:00,M03,36.4,25.16,13.79,66.5,39.59
2026-01-22 15:10:00,M03,37.72,11.41,16.51,70.3,41.05
2026-01-22 15:15:00,M02,27.74,17.18,16.75,68.93,147.17
2026-01-22 15:20:00,M01,33.67,20.25,11.15,50.39,83.05
2026-01-22 15:25:00,M02,40.58,22.12,17.189999999999998,69.12,103.09
2026-01-22 15:30:00,M04,36.97,21.37,10.92,73.48,68.31
2026-01-22 15:35:00,M02,41.6,21.61,17.63,46.49,81.34
2026-01-22 15:40:00,M04,28.05,23.39,14.48,78.65,92.49
2026-01-22 15:45:00,M03,19.59,18.11,13.27,55.92,104.5
2026-01-22 15:50:00,M03,33.1,23.89,16.01,77.28,136.33
2026-01-22 15:55:00,M02,29.93,22.645,15.76,71.18,94.59
2026-01-22 16:00:00,M04,29.43,21.98,14.11,59.14,27.29
2026-01-22 16:05:00,M03,30.84,18.65,11.79,54.21,82.52
2026-01-22 16:10:00,M02,29.97,23.68,14.15,62.54,75.4
2026-01-22 16:15:00,M01,45.66,19.86,15.86,66.23,26.51
2026-01-22 16:20:00,M01,26.76,18.45,15.575,64.23,67.62
2026-01-22 16:25:00,M03,40.69,16.81,12.42,64.39,89.31
2026-01-22 16:30:00,M03,27.87,14.36,15.23,71.24,30.24
2026-01-22 16:35:00,M04,36.34,26.18,13.74,62.14,69.77
2026-01-22 16:40:00,M04,33.71,22.34,17.63,53.67,131.6
2026-01-22 16:45:00,M01,33.73,21.8,15.29,60.36,59.05
2026-01-22 16:50:00,M02,38.23,25.98,9.57,61.07,120.91
2026-01-22 16:55:00,M03,30.0,21.37,10.12,66.06,124.27
2026-01-22 17:00:00,M02,34.595,17.74,13.55,62.69,51.9
2026-01-22 17:05:00,M01,34.04,19.81,12.89,54.61,121.25
2026-01-22 17:10:00,M03,30.49,20.48,13.09,54.7,83.76
2026-01-22 17:15:00,M01,29.7,27.64,20.13,48.86,62.93
2026-01-22 17:20:00,M02,30.96,20.93,17.53,63.86,63.69
2026-01-22 17:25:00,M02,45.07,17.9,15.44,75.75,69.89
2026-01-22 17:30:00,M02,39.83,19.65,12.36,53.91,111.53
2026-01-22 17:35:00,M02,36.96,21.75,14.18,71.63,138.72
2026-01-22 17:40:00,M01,39.35,23.59,14.03,57.09,58.94
2026-01-22 17:45:00,M04,27.33,23.33,16.16,56.91,144.76
2026-01-22 17:50:00,M03,30.22,21.94,15.88,56.54,66.52
2026-01-22 17:55:00,M04,24.92,19.85,12.07,59.4,126.9
2026-01-22 18:00:00,M03,39.87,17.73,13.46,60.24,140.71
2026-01-22 18:05:00,M02,35.39,16.0,11.37,56.2,103.83
2026-01-22 18:10:00,M01,39.59,19.54,17.06,70.72,61.66
2026-01-22 18:15:00,M02,30.96,22.5,11.66,59.19,20.1
2026-01-22 18:20:00,M01,41.02,16.54,18.1,54.34,136.73
2026-01-22 18:25:00,M01,38.45,20.48,11.39,56.22,32.63
2026-01-22 18:30:00,M02,31.4,20.46,13.77,65.45,80.45
2026-01-22 18:35:00,M04,37.45,20.15,10.54,62.28,88.73
2026-01-22 18:40:00,M01,31.12,21.78,8.68,53.94,86.21
2026-01-22 18:45:00,M02,29.8,17.69,12.16,55.06,84.65
2026-01-22 18:50:00,M01,29.3,27.04,11.4,63.11,47.31
2026-01-22 18:55:00,M04,25.54,16.94,10.31,59.405,132.35
2026-01-22 19:00:00,M01,34.33,20.2,10.97,57.46,112.87
2026-01-22 19:05:00,M02,27.61,17.68,14.165000000000001,76.96,146.76
2026-01-22 19:10:00,M02,30.47,16.12,16.17,44.59,35.92
2026-01-22 19:15:00,M01,39.09,14.56,18.75,61.52,57.09
2026-01-22 19:20:00,M01,31.9,19.99,13.61,73.05,28.25
2026-01-22 19:25:00,M03,43.24,18.47,12.21,60.45,126.96
2026-01-22 19:30:00,M04,38.05,20.07,16.19,56.53,40.83
2026-01-22 19:35:00,M03,32.54,20.5,15.31,52.87,78.7
2026-01-22 19:40:00,M03,35.91,19.235,16.94,55.515,66.54
2026-01-22 19:45:00,M03,35.15,17.97,14.6,58.16,147.07
2026-01-22 19:50:00,M01,35.17,18.92,13.12,57.44,86.66499999999999
2026-01-22 19:55:00,M02,35.05,23.82,17.46,60.82,26.26
2026-01-22 20:00:00,M04,38.71,18.31,17.54,47.17,107.05
2026-01-22 20:05:00,M01,30.42,19.28,20.61,78.64,70.44
2026-01-22 20:10:00,M01,35.49,29.71,15.74,69.035,122.66
2026-01-22 20:15:00,M03,41.21,21.82,15.21,46.16,108.09
2026-01-22 20:20:00,M01,27.7,22.0,15.16,59.43,130.73
2026-01-22 20:25:00,M03,35.82,21.58,15.9,66.39,116.32
2026-01-22 20:30:00,M04,32.45,19.85,12.82,50.82,97.205
2026-01-22 20:35:00,M01,34.18,20.94,11.65,48.01,78.09
2026-01-22 20:40:00,M03,30.59,20.82,19.38,36.08,130.39
2026-01-22 20:45:00,M03,41.64,20.05,20.01,64.16,61.58
2026-01-22 20:50:00,M03,32.14,24.0,14.37,66.73,131.93
2026-01-22 20:55:00,M02,29.04,24.55,17.25,46.46,85.7
2026-01-22 21:00:00,M03,38.48,17.04,18.88,57.79,50.94
2026-01-22 21:05:00,M02,29.04,15.97,15.0,48.7,57.29
2026-01-22 21:10:00,M02,30.27,21.97,14.57,77.29,69.77
2026-01-22 21:15:00,M01,38.34,18.28,15.03,57.2,115.68
2026-01-22 21:20:00,M04,36.41,22.24,14.035,47.92,104.91
2026-01-22 21:25:00,M03,28.3,23.86,17.48,64.66,134.71
2026-01-22 21:30:00,M04,37.94,22.67,15.25,62.07,127.08
2026-01-22 21:35:00,M04,39.43,24.35,17.25,57.879999999999995,103.56
2026-01-22 21:40:00,M01,40.92,7.21,14.35,58.15,105.9
2026-01-22 21:45:00,M03,31.1,20.75,16.89,63.36,82.01
2026-01-22 21:50:00,M04,45.53,18.93,9.07,53.69,63.98
2026-01-22 21:55:00,M03,35.82,19.175,18.215,65.03,34.91
2026-01-22 22:00:00,M01,29.34,13.71,13.67,64.01,33.57
2026-01-22 22:05:00,M04,29.76,21.26,11.49,58.15,39.3
2026-01-22 22:10:00,M02,39.59,11.53,12.9,54.99,67.34
2026-01-22 22:15:00,M02,46.53,17.07,18.6,59.64,143.23
2026-01-22 22:20:00,M04,37.46,21.75,13.63,75.96,82.19
2026-01-22 22:25:00,M04,36.37,12.65,13.25,57.11,44.37
2026-01-22 22:30:00,M02,29.47,17.14,14.63,64.29,103.06
2026-01-22 22:35:00,M04,33.77,6.9,12.87,69.95,115.63
2026-01-22 22:40:00,M03,33.48,17.6,19.54,56.64,136.34
2026-01-22 22:45:00,M03,40.49,16.82,17.35,47.24,99.66
2026-01-22 22:50:00,M04,27.92,11.065000000000001,16.04,54.16,138.53
2026-01-22 22:55:00,M04,29.75,15.23,13.19,69.13,28.13
2026-01-22 23:00:00,M02,45.87,20.939999999999998,15.57,62.34,27.24
2026-01-22 23:05:00,M03,27.94,13.44,12.87,52.74,98.15
2026-01-22 23:10:00,M02,39.55,24.74,17.44,42.15,77.65
2026-01-22 23:15:00,M03,27.62,15.22,17.81,61.45,48.07
2026-01-22 23:20:00,M03,29.68,24.1,16.27,66.81,118.67
2026-01-22 23:25:00,M02,33.23,17.45,16.71,43.84,112.0
2026-01-22 23:30:00,M03,36.48,21.51,14.83,72.17,75.56
2026-01-22 23:35:00,M04,36.74,17.77,13.36,58.31,114.79
2026-01-22 23:40:00,M03,31.76,17.62,11.985,61.75,81.71
2026-01-22 23:45:00,M04,38.4,17.75,20.78,62.77,58.53
2026-01-22 23:50:00,M03,39.87,22.61,9.14,54.99,122.05
2026-01-22 23:55:00,M04,29.97,19.21,21.58,50.94,117.83
2026-01-23 00:00:00,M01,39.5,19.68,16.43,70.1,145.5
2026-01-23 00:05:00,M03,36.35,21.68,19.03,59.230000000000004,131.39
2026-01-23 00:10:00,M03,39.33,19.63,21.57,63.47,48.46
2026-01-23 00:15:00,M03,39.47,15.9,16.39,61.230000000000004,57.11
2026-01-23 00:20:00,M04,47.64,19.18,14.4,53.18,105.73
2026-01-23 00:25:00,M01,33.16,20.28,16.275,66.99,56.14
2026-01-23 00:30:00,M03,32.54,19.45,16.71,58.99,119.24
2026-01-23 00:35:00,M04,35.42,18.91,11.36,55.42,59.08
2026-01-23 00:40:00,M03,23.13,29.09,16.16,66.91,41.47
2026-01-23 00:45:00,M03,20.98,20.38,10.77,76.47,114.16
2026-01-23 00:50:00,M04,44.85,11.36,15.32,64.54,126.1
2026-01-23 00:55:00,M03,25.45,18.31,10.8,61.08,140.5
2026-01-23 01:00:00,M01,37.85,16.9,16.12,58.3,25.55
2026-01-23 01:05:00,M03,33.75,18.87,10.83,59.474999999999994,137.7
2026-01-23 01:10:00,M03,36.24,20.47,15.76,57.87,106.2
2026-01-23 01:15:00,M04,37.01,20.62,14.14,63.56,110.1
2026-01-23 01:20:00,M04,22.59,18.72,14.32,53.66,114.15
2026-01-23 01:25:00,M01,28.92,24.89,12.71,71.96,60.8
2026-01-23 01:30:00,M02,30.68,18.2,12.67,53.44,94.53
2026-01-23 01:35:00,M03,18.47,25.11,14.78,72.01,64.73
2026-01-23 01:40:00,M03,40.55,20.15,15.8,58.53,114.33
2026-01-23 01:45:00,M04,35.78,20.44,13.25,69.21,29.15
2026-01-23 01:50:00,M01,42.74,15.29,9.75,61.45,105.01
2026-01-23 01:55:00,M03,31.57,22.51,14.62,47.78,106.23
2026-01-23 02:00:00,M01,33.43,14.93,8.12,50.31,45.27
2026-01-23 02:05:00,M02,34.51,25.84,12.19,75.84,112.81
2026-01-23 02:10:00,M01,44.31,17.38,12.254999999999999,66.68,58.41
2026-01-23 02:15:00,M03,32.89,17.21,13.83,58.1,80.62
2026-01-23 02:20:00,M01,23.0,25.52,16.39,67.82,82.59
2026-01-23 02:25:00,M03,25.87,23.6,18.01,76.52,48.29
2026-01-23 02:30:00,M04,33.4,17.69,15.02,58.37,145.61
2026-01-23 02:35:00,M03,34.37,22.523333333333333,14.79,56.63,55.86
2026-01-23 02:40:00,M03,20.66,21.44666666666667,10.92,63.83,143.68
2026-01-23 02:45:00,M03,35.06,20.37,16.14,68.38,132.48
2026-01-23 02:50:00,M04,35.34,15.61,19.61,52.35,57.94
2026-01-23 02:55:00,M01,41.7,12.65,12.25,75.83,41.97
2026-01-23 03:00:00,M04,32.58,12.95,11.23,64.8,80.67
2026-01-23 03:05:00,M03,28.31,24.18,15.34,58.71,112.16
2026-01-23 03:10:00,M04,29.82,21.8,11.53,57.21,48.82
2026-01-23 03:15:00,M03,33.69,17.6,14.54,56.2,88.48
2026-01-23 03:20:00,M03,36.3,22.34,12.24,55.7,593.8885908087076
2026-01-23 03:25:00,M04,42.25,24.91,23.99,53.27,133.16
2026-01-23 03:30:00,M04,24.84,16.04,15.67,56.635000000000005,128.05
2026-01-23 03:35:00,M04,28.01,17.91,16.64,60.0,50.3
2026-01-23 03:40:00,M01,35.14,9.83,11.2,56.52,131.69
2026-01-23 03:45:00,M04,35.07,19.78,17.61,44.07,126.82
2026-01-23 03:50:00,M04,36.57,16.35,16.04,63.26,34.19
2026-01-23 03:55:00,M03,39.92,22.17,17.32,55.2,128.38
2026-01-23 04:00:00,M01,36.92,17.51,16.86,44.13,85.94
2026-01-23 04:05:00,M01,34.06,19.72,18.59,53.75,133.22
2026-01-23 04:10:00,M03,25.83,22.825000000000003,18.845,60.75,134.72
2026-01-23 04:15:00,M01,42.99,25.07,14.075,43.43,23.57
2026-01-23 04:20:00,M01,46.18,19.92,9.56,66.48,148.47
2026-01-23 04:25:00,M02,34.79,23.14,15.54,63.49,110.8
2026-01-23 04:30:00,M02,35.37,19.13,16.69,53.54,99.99
2026-01-23 04:35:00,M04,36.65,13.91,11.24,62.39,114.79499999999999
2026-01-23 04:40:00,M04,37.41,23.96,11.77,55.69,129.6
2026-01-23 04:45:00,M01,44.62,17.96,17.45,54.67,36.29
2026-01-23 04:50:00,M03,27.68,23.48,20.37,75.88,94.74
2026-01-23 04:55:00,M01,36.62,16.21,16.45,59.52,72.7
2026-01-23 05:00:00,M04,33.86,16.37,15.445,61.0,35.94
2026-01-23 05:05:00,M03,29.53,25.04,13.97,66.4,76.72999999999999
2026-01-23 05:10:00,M02,39.22,18.25,11.42,68.53,117.52
2026-01-23 05:15:00,M03,29.77,19.67,22.1,54.25,62.61
2026-01-23 05:20:00,M01,41.44,15.84,17.73,65.56,118.53
2026-01-23 05:25:00,M02,37.28,14.09,14.5,43.56,42.99
2026-01-23 05:30:00,M04,39.02,17.33,19.12,64.3,21.83
2026-01-23 05:35:00,M04,39.040000000000006,25.21,16.48,68.36,41.815
2026-01-23 05:40:00,M01,37.34,15.26,13.85,63.09,61.8
2026-01-23 05:45:00,M02,38.56,25.14,11.98,65.31,67.99
2026-01-23 05:50:00,M02,28.12,23.53,17.24,61.3,24.3
2026-01-23 05:55:00,M02,38.82,21.36,10.45,56.28,63.53
2026-01-23 06:00:00,M03,31.98,20.15,16.01,68.29,71.08
2026-01-23 06:05:00,M02,35.06,23.77,15.13,57.32,67.09
2026-01-23 06:10:00,M04,39.06,17.93,14.33,60.25,59.05
2026-01-23 06:15:00,M04,38.89,19.75,17.02,63.79,593.8885908087076
2026-01-23 06:20:00,M02,31.3,25.45,16.85,72.59,330.5142954043538
2026-01-23 06:25:00,M01,49.89,21.91,17.62,58.78,67.14
2026-01-23 06:30:00,M01,36.2,18.66,21.39,54.47,96.83
2026-01-23 06:35:00,M04,30.86,20.73,13.25,61.55,140.25
2026-01-23 06:40:00,M01,28.03,16.78,19.42,61.61,125.82
2026-01-23 06:45:00,M04,32.78,23.76,14.63,63.11,54.22
2026-01-23 06:50:00,M04,34.7,19.92,8.71,77.37,93.975
2026-01-23 06:55:00,M03,44.09,20.869999999999997,14.62,59.76,133.73
2026-01-23 07:00:00,M02,34.61,22.619999999999997,20.57,42.94,116.23
2026-01-23 07:05:00,M03,44.54,21.59,14.1,65.82,81.31
2026-01-23 07:10:00,M03,33.86,25.74,14.81,80.99,593.8885908087076
2026-01-23 07:15:00,M02,34.12,19.79,18.55,63.46,122.86
2026-01-23 07:20:00,M01,34.23,18.935000000000002,13.89,62.77,117.62
2026-01-23 07:25:00,M01,38.54,21.09,17.6,64.08,60.02
2026-01-23 07:30:00,M01,33.795,22.47,14.13,73.04,45.94
2026-01-23 07:35:00,M03,23.18,22.31,17.95,56.54,61.62
2026-01-23 07:40:00,M04,38.29,17.08,17.53,62.01,74.11
2026-01-23 07:45:00,M02,30.62,20.66,15.74,51.5,41.39
2026-01-23 07:50:00,M04,33.35,23.77,17.54,61.06,96.18
2026-01-23 07:55:00,M04,31.43,17.49,16.56,55.48,54.01
2026-01-23 08:00:00,M03,31.21,13.23,15.69,57.18,125.28
2026-01-23 08:05:00,M04,43.32,23.51,11.95,60.315,61.13
2026-01-23 08:10:00,M04,44.55,20.57,18.96,65.15,148.72
2026-01-23 08:15:00,M02,28.98,14.11,15.18,56.57,54.45
2026-01-23 08:20:00,M02,30.13,16.78,14.62,66.47,26.3
2026-01-23 08:25:00,M03,39.24,28.17,13.43,60.34,38.23
2026-01-23 08:30:00,M02,30.31,22.7,12.8,60.31,72.71
2026-01-23 08:35:00,M03,30.71,21.84,11.17,58.24,30.44
2026-01-23 08:40:00,M03,41.66,21.97,16.12,58.415000000000006,103.74
2026-01-23 08:45:00,M04,45.78,16.42,12.56,60.47,102.04
2026-01-23 08:50:00,M04,33.98,22.17,15.44,55.79,137.13
2026-01-23 08:55:00,M04,39.81,17.03,14.93,54.15,27.69
2026-01-23 09:00:00,M01,29.05,13.76,18.51,55.1,85.28
2026-01-23 09:05:00,M02,34.42,24.29,14.54,60.01,45.54
2026-01-23 09:10:00,M04,35.07,20.5,12.79,61.47,140.87
2026-01-23 09:15:00,M01,32.33,19.32,13.83,50.59,125.53
2026-01-23 09:20:00,M01,36.59,11.63,13.53,54.99,80.57
2026-01-23 09:25:00,M01,30.04,22.33,13.74,55.42,144.62
2026-01-23 09:30:00,M04,33.64,23.7,10.65,61.26,26.52
2026-01-23 09:35:00,M01,33.97,11.33,11.9,70.6,22.0
2026-01-23 09:40:00,M01,35.08,15.18,10.17,65.13,134.94
2026-01-23 09:45:00,M04,34.29,24.924999999999997,12.375,73.61,140.04500000000002
2026-01-23 09:50:00,M04,37.405,26.15,14.1,49.83,145.15
2026-01-23 09:55:00,M02,42.3,19.11,17.5,48.29,43.13
2026-01-23 10:00:00,M01,44.16,21.27,9.86,59.96,125.65
2026-01-23 10:05:00,M02,32.91,17.384999999999998,18.74,63.34,149.24
2026-01-23 10:10:00,M03,25.53,22.85,12.77,58.59,105.63
2026-01-23 10:15:00,M02,34.39,15.66,13.0,71.41,135.94
2026-01-23 10:20:00,M01,38.12,17.25,9.55,55.46,148.25
2026-01-23 10:25:00,M04,40.52,25.0,19.92,56.44,120.66
2026-01-23 10:30:00,M01,42.63,20.57,7.43,52.65,135.19
2026-01-23 10:35:00,M01,40.66,24.2,15.18,67.49,103.33
2026-01-23 10:40:00,M04,36.26,19.76,16.33,54.23,108.12
2026-01-23 10:45:00,M01,38.69,17.64,18.83,59.22,77.8
2026-01-23 10:50:00,M01,28.63,19.49,15.06,59.58,23.05
2026-01-23 10:55:00,M04,36.24,24.47,12.16,54.1,99.39
2026-01-23 11:00:00,M02,35.87,19.72,15.21,46.02,148.59
2026-01-23 11:05:00,M02,37.35,21.59,12.32,53.61,70.07
2026-01-23 11:10:00,M03,22.99,15.14,10.67,63.69,60.9
2026-01-23 11:15:00,M03,37.72,21.74,14.370000000000001,62.49,104.66
2026-01-23 11:20:00,M01,38.53,16.075,16.87,57.54,110.89
2026-01-23 11:25:00,M02,34.78,21.6,18.35,57.68,135.54
2026-01-23 11:30:00,M02,29.35,27.87,10.07,54.66,32.86
2026-01-23 11:35:00,M04,23.8,11.06,11.65,51.83,37.715
2026-01-23 11:40:00,M02,23.92,11.11,12.78,46.68,42.57
2026-01-23 11:45:00,M04,25.41,20.67,13.64,50.41,132.37
2026-01-23 11:50:00,M04,36.52,24.125,11.45,56.09,83.46
2026-01-23 11:55:00,M02,28.265,20.26,16.39,54.435,23.93
2026-01-23 12:00:00,M01,39.12,12.66,13.62,54.8,118.36
2026-01-23 12:05:00,M02,32.61,19.54,24.13,62.19,36.43
2026-01-23 12:10:00,M02,32.18,24.93,14.76,59.77,42.5
2026-01-23 12:15:00,M02,40.92,20.75,7.61,62.75,98.04
2026-01-23 12:20:00,M01,34.205,18.1,12.649999999999999,57.52,66.43
2026-01-23 12:25:00,M03,29.01,23.72,18.07,57.63,59.07
2026-01-23 12:30:00,M03,32.09,20.185,17.77,56.57,78.65
2026-01-23 12:35:00,M03,25.74,16.65,13.11,64.46,36.2
2026-01-23 12:40:00,M02,32.89,21.97,19.16,54.21,76.58
2026-01-23 12:45:00,M02,37.71,20.515,14.42,65.07,23.91
2026-01-23 12:50:00,M03,39.39,19.83,10.4,55.82,94.54
2026-01-23 12:55:00,M03,38.23,17.78,11.13,56.46,92.5
2026-01-23 13:00:00,M03,32.47,21.5,15.19,61.07,90.46
2026-01-23 13:05:00,M03,29.22,14.62,13.02,59.71,141.97
2026-01-23 13:10:00,M02,27.7,19.06,17.51,63.57,593.8885908087076
2026-01-23 13:15:00,M03,28.76,17.84,16.28,58.35,34.22
2026-01-23 13:20:00,M01,29.29,19.36,11.68,70.18,103.15
2026-01-23 13:25:00,M02,34.39,24.05,9.95,75.16,63.25
2026-01-23 13:30:00,M04,35.11,27.58,14.05,46.77,35.23
2026-01-23 13:35:00,M02,39.28,16.34,21.43,59.61,65.21
2026-01-23 13:40:00,M01,31.665,13.97,17.55,57.44,95.19
2026-01-23 13:45:00,M02,31.77,11.35,15.07,63.48,28.84
2026-01-23 13:50:00,M02,35.11,27.93,20.6,64.18,92.14
2026-01-23 13:55:00,M04,26.2,19.02,14.47,61.35,134.35
2026-01-23 14:00:00,M03,27.135,22.15,15.41,70.93,126.71
2026-01-23 14:05:00,M01,34.04,22.04,13.4,59.51,147.95
2026-01-23 14:10:00,M02,31.84,22.36,12.16,54.15,93.85499999999999
2026-01-23 14:15:00,M04,33.94,20.43,14.525,66.27,39.76
2026-01-23 14:20:00,M01,28.49,27.05,14.940000000000001,62.41,38.25
2026-01-23 14:25:00,M01,34.64,16.51,16.48,68.25,33.92
2026-01-23 14:30:00,M04,41.68,26.96,14.58,59.05,29.59
2026-01-23 14:35:00,M02,46.73,18.91,17.29,61.89,137.86
2026-01-23 14:40:00,M02,39.985,15.53,15.95,67.71,73.72
2026-01-23 14:45:00,M02,33.24,13.51,13.91,65.79,111.52
2026-01-23 14:50:00,M04,35.36,20.11,16.26,63.025,86.26
2026-01-23 14:55:00,M01,26.01,16.64,15.33,63.19,82.015
2026-01-23 15:00:00,M03,25.51,16.7,15.31,49.85,77.77
2026-01-23 15:05:00,M04,37.08,15.48,18.82,67.0,21.04
2026-01-23 15:10:00,M04,38.8,21.67,17.48,66.8,128.45
2026-01-23 15:15:00,M02,40.38,16.41,15.23,62.06,44.69
2026-01-23 15:20:00,M04,35.37,16.08,15.76,53.2,82.45
2026-01-23 15:25:00,M04,29.82,23.31,13.02,79.19,97.6
2026-01-23 15:30:00,M01,30.48,15.75,13.83,73.02,114.4
2026-01-23 15:35:00,M03,35.62,19.22,16.82,58.06,68.05000000000001
2026-01-23 15:40:00,M01,34.35,13.79,9.64,69.67,21.7
2026-01-23 15:45:00,M04,33.27,14.75,15.53,67.24,33.27
2026-01-23 15:50:00,M01,37.09,20.06,5.45,62.73,136.43
2026-01-23 15:55:00,M02,32.89,20.01,16.55,78.5,117.53
2026-01-23 16:00:00,M02,30.87,21.32,13.13,62.14,103.34
2026-01-23 16:05:00,M01,41.0,20.37,13.77,44.48,92.98
2026-01-23 16:10:00,M02,36.36,14.32,10.35,47.39,67.03
2026-01-23 16:15:00,M01,31.6,19.71,16.19,66.7,132.28
2026-01-23 16:20:00,M04,28.71,13.65,16.66,40.49,86.38
2026-01-23 16:25:00,M01,31.31,14.45,13.54,56.01,146.97
2026-01-23 16:30:00,M03,33.29,18.95,15.11,55.65,36.01
2026-01-23 16:35:00,M02,34.26,25.1,15.3,57.57,137.25
2026-01-23 16:40:00,M04,33.41,26.8,14.89,62.54,35.48
2026-01-23 16:45:00,M02,34.39,20.11,15.98,66.8,70.01
2026-01-23 16:50:00,M01,39.24,21.95,10.75,58.12,65.15
2026-01-23 16:55:00,M02,28.22,13.31,14.25,61.99,72.7
2026-01-23 17:00:00,M02,39.72,26.41,13.565000000000001,61.43,139.34
2026-01-23 17:05:00,M02,44.4,23.34,12.88,61.13,73.91
2026-01-23 17:10:00,M01,45.03,23.72,18.15,59.17,96.81
2026-01-23 17:15:00,M04,34.53,21.55,18.56,61.28,35.5
2026-01-23 17:20:00,M01,30.25,21.37,17.67,51.76,119.73
2026-01-23 17:25:00,M01,20.8,19.15,11.45,49.24,149.28
2026-01-23 17:30:00,M01,32.2,26.55,16.33,61.275000000000006,41.45
2026-01-23 17:35:00,M02,37.7,18.48,12.51,59.8,120.23
2026-01-23 17:40:00,M03,23.07,20.744999999999997,16.32,57.2,125.34
2026-01-23 17:45:00,M02,30.73,20.63,14.93,72.44,130.45
2026-01-23 17:50:00,M02,43.87,14.96,11.15,56.53,141.43
2026-01-23 17:55:00,M01,49.06,23.98,22.37,73.31,90.4
2026-01-23 18:00:00,M03,29.94,22.54,13.6,69.58,65.77
2026-01-23 18:05:00,M03,25.2,15.86,14.73,69.96,84.18
2026-01-23 18:10:00,M03,32.83,17.4,14.82,64.99,131.65
2026-01-23 18:15:00,M03,35.24,24.02,12.02,50.52,74.03
2026-01-23 18:20:00,M03,38.34,20.8,14.68,65.9,84.48
