plant_id,product_id,work_order_id,planned_production_qty,target_cycle_time_sec,shift,Installation_Year,failure_code,failure_severity,repair_time_minutes,technician_id,spare_part_used,maintenance_cost,energy_cost
FR02,P003,WO1003,1047.0,41.0,nuit,2021.0,F001,major,22.0,TECH01,pump,322.0,97.82
FR02,P003,WO1002,1199.0,51.0,apres_midi,2017.0,F001,minor,164.0,TECH01,sensor,809.0,125.67
FR01,P002,WO1002,936.0,46.0,nuit,2020.0,F001,critical,134.0,TECH01,bearing,,61.64
FR01,P003,WO1001,1060.0,51.0,nuit,2018.0,F004,critical,92.0,TECH01,valve,550.0,147.07
FR02,P002,WO1002,1174.0,41.0,nuit,2012.0,F002,major,49.0,TECH03,,2389.0,73.95
FR02,P002,WO1002,1187.0,50.0,matin,2021.0,F003,critical,895.2144729942319,TECH02,valve,1274.0,68.15
FR02,,WO1002,1005.0,51.0,nuit,2020.0,F003,,27.0,TECH03,valve,1202.0,122.38
FR02,P001,WO1003,921.0,46.0,matin,2017.0,F003,critical,173.0,TECH03,pump,12358.636650536504,101.98
FR02,P001,WO1001,1132.0,46.0,apres_midi,2021.0,F001,major,24.0,TECH01,sensor,1611.0,119.88
FR02,P002,WO1003,1021.0,40.0,nuit,2019.0,F001,minor,88.0,TECH03,bearing,1712.0,
FR02,P001,WO1003,1028.0,52.0,apres_midi,2014.0,,major,171.0,TECH02,bearing,521.0,102.75
FR01,P001,WO1001,1116.0,49.0,nuit,2014.0,F002,major,97.0,TECH02,sensor,753.0,129.79
FR02,P001,WO1003,1047.0,49.0,apres_midi,2020.0,F003,critical,144.0,TECH02,valve,1014.0,114.44
FR02,P003,WO1003,957.0,51.0,matin,2020.0,F002,critical,88.0,TECH01,bearing,2284.0,95.07
FR01,P002,WO1002,1136.0,42.0,,2016.0,F003,major,164.0,TECH03,sensor,900.0,118.95
FR02,P001,WO1003,969.0,42.0,apres_midi,2016.0,F002,minor,90.0,TECH01,valve,2064.0,84.72
FR02,P003,,1088.0,52.0,nuit,2014.0,F003,major,98.0,TECH03,bearing,2442.0,83.08
FR01,P003,WO1003,,52.0,nuit,2018.0,F004,minor,89.0,TECH03,valve,1924.0,64.15
FR02,,WO1002,962.0,,nuit,2018.0,F004,critical,51.0,TECH02,sensor,,130.13
FR01,P001,WO1003,1140.0,50.0,nuit,2014.0,F001,major,79.0,TECH03,pump,,58.91
FR01,P003,WO1001,1084.0,45.0,matin,,F001,minor,147.0,TECH02,,2374.0,52.68
FR01,P002,,1158.0,50.0,apres_midi,2017.0,F001,,146.0,TECH01,valve,2393.0,48.55
FR01,P003,WO1003,1128.0,42.0,apres_midi,2014.0,F001,major,59.0,TECH03,pump,458.0,105.86
FR02,P003,WO1001,1122.0,51.0,matin,2017.0,F003,critical,46.0,TECH03,sensor,1333.0,45.93
FR01,P003,WO1001,998.0,54.0,apres_midi,2012.0,F004,minor,123.0,TECH02,sensor,2564.0,
FR01,P003,WO1003,1146.0,48.0,nuit,2017.0,F001,minor,24.0,TECH03,pump,2011.0,110.75
FR02,P002,WO1003,944.0,44.0,nuit,2018.0,F002,minor,146.0,TECH02,,1024.0,122.68
FR01,P001,WO1002,1172.0,45.0,nuit,2015.0,F002,minor,71.0,TECH01,pump,844.0,38.31
FR01,P002,WO1003,904.0,45.0,apres_midi,2015.0,F001,minor,,TECH03,pump,491.0,21.95
FR01,P002,WO1002,910.0,47.0,matin,2014.0,F001,critical,108.0,TECH01,pump,1575.0,30.57
FR01,P001,WO1003,938.0,49.0,matin,2016.0,F001,major,147.0,TECH01,bearing,2347.0,108.03
FR02,P003,WO1001,941.0,50.0,apres_midi,2012.0,F003,critical,85.0,TECH02,pump,402.0,33.43
FR01,P001,WO1001,1102.0,42.0,matin,2017.0,F002,major,154.0,TECH02,valve,2780.0,81.38
FR02,P001,WO1001,993.0,48.0,matin,2013.0,F002,minor,146.0,TECH03,valve,315.0,124.39
FR02,P002,WO1001,904.0,46.0,nuit,2015.0,F002,critical,133.0,TECH01,valve,1996.0,
FR01,P001,WO1002,951.0,50.0,apres_midi,2017.0,F004,,20.0,TECH02,pump,2851.0,26.12
FR01,P003,WO1001,1049.0,52.0,matin,2017.0,F003,major,95.0,TECH03,bearing,1367.0,134.84
FR01,P002,,1104.0,45.0,apres_midi,2021.0,F004,major,39.0,TECH01,bearing,2126.0,112.07
FR01,P003,WO1002,1199.0,50.0,nuit,2018.0,F003,minor,118.0,TECH03,bearing,1603.0,24.58
FR02,P002,WO1002,1086.0,40.0,nuit,2012.0,F002,critical,61.0,TECH01,pump,2966.0,62.18
FR02,P003,WO1003,1052.0,43.0,matin,2017.0,,major,,TECH01,sensor,12358.636650536504,68.4
FR02,P001,WO1002,1015.0,44.0,apres_midi,2020.0,F004,minor,52.0,TECH03,pump,433.0,132.93
FR01,P001,WO1003,1048.0,51.0,apres_midi,2019.0,F002,critical,108.0,,sensor,2303.0,31.16
FR02,P001,WO1002,1119.0,41.0,nuit,2019.0,F001,major,102.0,TECH02,bearing,2702.0,120.09
FR01,P003,WO1003,1091.0,,nuit,2017.0,F003,,35.0,TECH03,valve,1520.0,146.64
FR01,,WO1003,1132.0,41.0,nuit,2015.0,F002,major,163.0,TECH01,bearing,273.0,70.13
FR01,P002,WO1001,1120.0,47.0,matin,2012.0,F001,minor,108.0,TECH01,valve,1204.0,23.09
FR01,P002,WO1002,946.0,49.0,apres_midi,2016.0,F004,critical,74.0,TECH01,valve,129.0,
,P001,WO1003,1026.0,45.0,matin,2016.0,F002,major,175.0,TECH01,bearing,531.0,36.47
FR02,P003,WO1001,1190.0,49.0,apres_midi,2018.0,F002,minor,170.0,TECH01,pump,1091.0,122.57
FR02,P002,WO1002,1114.0,41.0,nuit,2012.0,F003,minor,49.0,TECH03,sensor,911.0,65.68
FR01,P003,WO1001,,48.0,matin,2017.0,F002,minor,115.0,TECH03,valve,735.0,136.78
FR02,P002,WO1003,1083.0,47.0,matin,2018.0,F003,critical,107.0,TECH02,pump,1718.0,138.81
FR01,P001,WO1001,1015.0,43.0,,2012.0,F004,minor,144.0,TECH02,pump,2318.0,67.94
FR01,P003,WO1001,951.0,50.0,nuit,2014.0,F003,major,45.0,,bearing,735.0,98.61
FR01,P002,WO1002,945.0,49.0,matin,2021.0,F004,critical,158.0,TECH03,bearing,2276.0,142.74
FR02,P002,WO1003,922.0,53.0,matin,2020.0,F002,major,39.0,TECH01,bearing,,31.21
FR01,,WO1002,1030.0,46.0,nuit,2019.0,F001,minor,63.0,TECH02,bearing,208.0,120.48
FR01,P002,,1026.0,42.0,apres_midi,2021.0,F004,minor,37.0,TECH02,valve,367.0,26.37
FR02,P001,WO1001,1164.0,45.0,matin,2017.0,F002,major,119.0,TECH02,bearing,2266.0,77.67
FR02,P002,WO1003,1095.0,42.0,nuit,2019.0,F004,major,23.0,TECH01,bearing,2383.0,86.62
FR02,P002,WO1002,947.0,49.0,matin,2013.0,F002,critical,109.0,TECH02,pump,12358.636650536504,91.42
FR01,P001,WO1003,981.0,52.0,matin,2018.0,F002,minor,161.0,TECH01,pump,208.0,130.37
FR01,P002,WO1002,1008.0,54.0,apres_midi,2013.0,F001,critical,109.0,TECH01,sensor,415.0,46.85
FR02,P003,WO1001,1162.0,42.0,nuit,2014.0,F003,,160.0,TECH01,pump,304.0,77.34
FR01,P003,WO1002,930.0,52.0,apres_midi,2013.0,F001,major,109.0,TECH01,bearing,2647.0,55.66
FR02,,WO1002,955.0,51.0,apres_midi,2016.0,F004,critical,60.0,TECH03,bearing,1688.0,96.75
FR02,P001,WO1002,1088.0,50.0,nuit,2021.0,F001,minor,110.0,TECH02,sensor,,92.56
FR01,P001,WO1003,904.0,48.0,apres_midi,2016.0,F002,major,41.0,TECH03,bearing,2031.0,122.38
FR01,P001,WO1001,1185.0,45.0,matin,2017.0,F002,critical,157.0,TECH02,sensor,314.0,43.07
FR02,P002,WO1003,1177.0,54.0,nuit,2017.0,F001,critical,69.0,TECH03,sensor,1753.0,126.09
FR02,P002,WO1002,1044.0,47.0,nuit,2018.0,F004,,,TECH01,bearing,704.0,65.31
FR02,,WO1001,1095.0,43.0,matin,2019.0,F003,major,35.0,TECH03,pump,1186.0,93.93
FR02,P001,WO1003,926.0,43.0,matin,2015.0,F003,critical,158.0,TECH01,pump,2161.0,49.69
FR01,P002,WO1002,1026.0,47.0,matin,2020.0,F002,minor,122.0,TECH03,pump,1091.0,82.08
FR02,P002,WO1001,1034.0,46.0,apres_midi,2014.0,F003,major,86.0,TECH01,sensor,,41.65
FR02,P002,WO1001,922.0,44.0,apres_midi,2016.0,F003,critical,39.0,TECH03,pump,995.0,109.08
FR02,P001,WO1002,1016.0,41.0,apres_midi,2014.0,F004,major,52.0,TECH01,sensor,2666.0,25.9
FR01,,WO1001,907.0,45.0,apres_midi,2013.0,F003,minor,157.0,TECH02,valve,2537.0,98.14
FR01,P003,WO1001,1000.0,40.0,apres_midi,2016.0,F001,critical,74.0,TECH01,sensor,12358.636650536504,117.64
FR02,P001,WO1003,1160.0,46.0,apres_midi,2020.0,F004,major,179.0,TECH03,bearing,2559.0,134.62
FR01,P002,WO1001,1098.0,54.0,nuit,2017.0,F001,major,64.0,TECH02,bearing,890.0,126.3
FR01,P003,WO1003,985.0,48.0,nuit,2015.0,F002,minor,121.0,,pump,1005.0,136.29
FR01,P001,WO1003,1127.0,44.0,nuit,2018.0,F004,minor,50.0,TECH03,bearing,882.0,99.88
,,,9430.099895068206,44.0,nuit,2021.0,F003,major,142.0,TECH03,pump,878.0,26.74
FR02,P001,WO1003,1139.0,51.0,nuit,2016.0,F004,critical,107.0,TECH01,valve,1946.0,146.17
FR01,P001,,911.0,46.0,nuit,2018.0,F002,,157.0,TECH02,sensor,2240.0,121.15
FR02,P002,WO1001,1133.0,44.0,apres_midi,2013.0,F001,major,25.0,TECH03,bearing,2037.0,97.11
FR02,P001,WO1003,1082.0,49.0,nuit,2013.0,F002,minor,148.0,TECH03,pump,1149.0,79.73
FR01,P002,WO1001,1181.0,51.0,matin,2020.0,F004,critical,130.0,TECH03,valve,828.0,32.68
FR01,P002,WO1003,1089.0,51.0,nuit,2015.0,F001,critical,127.0,TECH02,bearing,1035.0,21.36
FR02,P002,WO1003,1114.0,43.0,matin,2012.0,F001,minor,93.0,TECH02,bearing,2574.0,76.57
FR01,P003,WO1003,,40.0,matin,2020.0,F004,minor,124.0,TECH03,valve,2422.0,
FR02,P002,WO1002,925.0,45.0,nuit,2012.0,F002,minor,177.0,TECH03,sensor,2542.0,88.35
FR02,P001,WO1001,1169.0,53.0,apres_midi,2013.0,F003,major,136.0,TECH02,bearing,447.0,71.0
FR01,P003,WO1001,981.0,48.0,apres_midi,2020.0,F002,major,98.0,TECH02,valve,995.0,79.18
FR02,P001,WO1003,1084.0,43.0,matin,2014.0,F003,major,107.0,TECH01,pump,470.0,58.8
FR02,P002,WO1001,1187.0,49.0,apres_midi,2012.0,F002,minor,82.0,TECH01,bearing,1304.0,146.98
FR01,P001,WO1003,961.0,50.0,matin,2014.0,F004,major,93.0,TECH01,sensor,497.0,37.32
FR01,P003,WO1001,929.0,,apres_midi,2020.0,F002,minor,148.0,TECH01,sensor,1712.0,110.37
FR01,P003,WO1003,930.0,44.0,,2013.0,F002,major,145.0,TECH03,valve,2998.0,78.69
FR02,P001,WO1003,1192.0,54.0,apres_midi,2016.0,F004,major,39.0,TECH03,,,39.83
FR01,P001,WO1002,1072.0,54.0,,2012.0,F004,critical,48.0,TECH01,pump,2582.0,96.41
FR01,P001,WO1003,1001.0,,nuit,2021.0,F001,minor,149.0,TECH03,valve,12358.636650536504,97.32
FR01,P003,WO1002,1027.0,54.0,nuit,2012.0,F002,critical,73.0,TECH02,valve,910.0,43.37
FR01,P002,WO1001,,42.0,nuit,2018.0,F004,minor,108.0,TECH02,sensor,1540.0,79.93
FR02,P001,WO1001,927.0,48.0,matin,2021.0,F004,major,37.0,TECH01,sensor,617.0,136.82
FR02,P002,WO1002,1021.0,40.0,nuit,2021.0,F001,major,49.0,TECH03,valve,1281.0,34.83
FR01,P003,WO1001,1150.0,50.0,nuit,2014.0,F004,major,27.0,TECH02,pump,2733.0,146.82
FR02,P001,WO1002,960.0,45.0,nuit,2012.0,F001,minor,176.0,TECH03,pump,769.0,21.07
FR01,P001,WO1001,1070.0,45.0,apres_midi,2012.0,F004,minor,70.0,TECH02,pump,2220.0,100.97
FR01,P003,WO1002,1171.0,47.0,apres_midi,2016.0,F001,major,102.0,TECH03,pump,1257.0,93.01
FR02,P001,WO1002,1199.0,44.0,apres_midi,2014.0,F002,critical,139.0,TECH02,pump,2275.0,
FR02,P002,WO1003,1012.0,,apres_midi,2015.0,F004,major,,TECH02,valve,1847.0,100.65
FR01,P003,WO1001,1093.0,48.0,apres_midi,2017.0,F004,major,171.0,TECH02,valve,820.0,123.58
FR01,P003,WO1003,918.0,51.0,nuit,2013.0,,major,157.0,TECH01,bearing,2661.0,27.6
FR02,P001,WO1002,992.0,41.0,nuit,2018.0,F002,major,163.0,TECH03,,1184.0,85.23
FR01,P003,WO1003,1116.0,44.0,apres_midi,2016.0,F002,critical,140.0,TECH01,pump,612.0,114.91
FR02,P001,,1078.0,51.0,apres_midi,2019.0,F001,critical,69.0,TECH03,sensor,2437.0,123.09
FR01,,WO1001,,46.0,nuit,2015.0,F004,critical,60.0,TECH02,valve,850.0,126.96
FR01,P003,WO1001,1062.0,41.0,nuit,2019.0,,minor,73.0,TECH01,bearing,903.0,30.61
FR02,P001,WO1001,999.0,46.0,apres_midi,2015.0,F003,major,63.0,TECH02,valve,267.0,106.26
FR02,P002,WO1002,1086.0,48.0,matin,,F003,minor,79.0,TECH01,bearing,1494.0,113.68
FR02,P002,WO1003,1194.0,47.0,apres_midi,2014.0,F004,major,88.0,TECH03,valve,1015.0,
,,WO1001,966.0,49.0,nuit,2015.0,F001,critical,98.0,TECH03,pump,1347.0,146.78
FR02,P002,WO1002,972.0,48.0,matin,2020.0,F001,major,42.0,TECH03,sensor,12358.636650536504,113.38
FR02,P001,WO1003,1131.0,53.0,apres_midi,2016.0,F003,critical,113.0,TECH02,sensor,,139.22
FR02,P002,WO1002,1088.0,43.0,nuit,2015.0,F003,major,90.0,TECH01,bearing,2463.0,110.23
FR01,P003,WO1002,949.0,47.0,nuit,2015.0,F003,,39.0,TECH01,bearing,1593.0,36.91
FR01,P001,WO1001,,48.0,nuit,2018.0,F003,critical,58.0,TECH01,valve,232.0,53.68
,P001,WO1002,1056.0,49.0,apres_midi,2013.0,F003,major,22.0,,bearing,2980.0,75.03
FR02,P001,WO1002,1160.0,51.0,apres_midi,2015.0,F002,critical,22.0,TECH01,pump,2882.0,75.73
FR02,P001,WO1003,1094.0,41.0,matin,2014.0,F004,critical,178.0,TECH01,valve,1141.0,103.93
,P001,WO1001,1155.0,49.0,nuit,2018.0,F004,major,,TECH03,pump,2216.0,95.3
FR01,,WO1002,1099.0,42.0,nuit,2015.0,F003,critical,148.0,TECH03,bearing,,
FR02,P003,WO1002,967.0,40.0,matin,2019.0,F004,minor,174.0,TECH01,sensor,,
FR02,P003,WO1003,979.0,40.0,apres_midi,2016.0,F004,minor,89.0,TECH01,pump,2545.0,130.94
FR01,P002,WO1002,1132.0,49.0,nuit,2020.0,F002,major,127.0,TECH01,valve,500.0,130.66
FR02,,WO1002,1085.0,54.0,matin,2020.0,,critical,22.0,TECH01,sensor,496.0,48.58
FR01,P002,WO1002,1004.0,45.0,nuit,2014.0,F001,minor,21.0,TECH03,bearing,2555.0,61.46
FR01,P002,WO1002,1041.0,40.0,apres_midi,2020.0,F001,minor,115.0,TECH02,pump,583.0,115.67
FR02,P003,,1171.0,44.0,,2015.0,F003,critical,39.0,TECH03,bearing,930.0,72.72
FR02,P002,WO1003,,53.0,matin,2020.0,F001,minor,46.0,TECH01,pump,,78.17
FR02,P003,WO1002,,53.0,matin,2013.0,F003,minor,103.0,TECH01,sensor,1660.0,97.59
FR01,,WO1002,1073.0,45.0,nuit,2016.0,F001,major,,TECH03,valve,12358.636650536504,24.32
FR01,P001,WO1002,,48.0,apres_midi,2017.0,F004,major,82.0,TECH03,bearing,,
FR01,P002,WO1002,1039.0,45.0,apres_midi,2014.0,F004,critical,62.0,TECH02,sensor,896.0,27.8
FR02,P003,WO1001,1196.0,53.0,,2013.0,F001,critical,152.0,TECH02,sensor,12358.636650536504,48.96
FR02,P003,WO1001,1018.0,43.0,matin,2012.0,F004,minor,138.0,TECH03,valve,2657.0,
FR02,P003,WO1001,1174.0,40.0,nuit,2018.0,F004,major,167.0,TECH03,valve,217.0,32.77
FR02,P002,WO1001,975.0,45.0,apres_midi,2015.0,F003,critical,131.0,TECH03,sensor,2664.0,134.91
FR01,P002,,1008.0,,nuit,2019.0,F004,minor,93.0,TECH01,pump,805.0,35.59
FR01,P003,WO1001,1018.0,44.0,nuit,2019.0,F001,major,169.0,TECH03,sensor,279.0,115.78
FR01,P001,WO1003,1157.0,45.0,,2019.0,F004,critical,57.0,TECH02,sensor,2554.0,102.76
FR01,P001,WO1001,919.0,49.0,,2013.0,F003,major,111.0,TECH01,pump,485.0,114.65
FR02,P002,WO1003,1018.0,47.0,matin,2016.0,F001,minor,159.0,TECH03,bearing,1337.0,31.27
FR02,P002,WO1001,1036.0,40.0,nuit,2019.0,F003,minor,122.0,TECH01,sensor,952.0,117.74
FR02,P003,WO1002,1176.0,47.0,nuit,2021.0,F004,minor,80.0,TECH01,pump,2255.0,62.47
FR01,P002,WO1001,1154.0,51.0,apres_midi,2013.0,F004,major,118.0,TECH01,bearing,1759.0,52.74
FR01,,WO1001,1163.0,52.0,apres_midi,2013.0,F004,critical,67.0,TECH02,pump,1556.0,101.19
FR02,P003,WO1001,1066.0,50.0,apres_midi,2012.0,F002,critical,164.0,TECH01,pump,2315.0,33.09
FR02,P003,WO1002,1064.0,41.0,apres_midi,2017.0,F003,minor,71.0,TECH02,pump,1312.0,51.37
FR01,P002,WO1003,928.0,41.0,matin,2016.0,F001,minor,65.0,TECH02,bearing,1922.0,91.86
FR02,P001,WO1003,934.0,47.0,matin,2012.0,F004,minor,75.0,TECH02,bearing,188.0,121.36
FR01,P002,WO1002,1136.0,41.0,matin,2019.0,F002,minor,48.0,TECH02,sensor,124.0,132.96
FR01,P001,WO1001,1193.0,47.0,matin,2019.0,F002,major,92.0,TECH01,sensor,2243.0,
FR01,P001,WO1001,989.0,44.0,nuit,2016.0,F003,,146.0,TECH03,sensor,2269.0,146.88
FR02,P001,WO1001,1102.0,48.0,matin,2014.0,F004,minor,173.0,TECH03,sensor,2845.0,120.58
FR02,P003,WO1003,1127.0,48.0,matin,2019.0,F003,critical,94.0,TECH03,sensor,1696.0,72.32
FR01,P003,WO1003,967.0,53.0,apres_midi,2014.0,F004,major,48.0,TECH03,bearing,1451.0,70.89
FR02,P003,WO1002,1030.0,47.0,nuit,2015.0,F004,minor,27.0,,valve,2130.0,77.18
FR01,P002,WO1002,1010.0,53.0,matin,2018.0,F004,major,44.0,TECH03,pump,1137.0,117.14
FR01,P003,WO1003,911.0,48.0,nuit,2018.0,F002,minor,168.0,TECH03,sensor,233.0,61.57
FR01,P003,WO1001,1187.0,46.0,,2015.0,F003,major,23.0,TECH03,pump,1658.0,33.29
FR01,P002,WO1001,1074.0,47.0,nuit,2020.0,F003,minor,55.0,TECH02,pump,2105.0,93.17
FR02,P002,WO1001,1053.0,45.0,nuit,2017.0,F003,minor,102.0,TECH01,,775.0,100.19
FR01,P001,WO1001,942.0,54.0,apres_midi,2019.0,F001,major,173.0,TECH02,pump,1062.0,142.24
FR01,P002,WO1002,1104.0,48.0,apres_midi,2018.0,F001,minor,55.0,TECH03,pump,2576.0,37.5
FR02,P002,WO1002,1071.0,41.0,nuit,2015.0,,minor,170.0,TECH03,valve,2575.0,89.34
FR01,P003,WO1003,1193.0,42.0,nuit,,F002,major,94.0,TECH03,pump,492.0,48.12
FR01,P001,WO1002,,41.0,nuit,2013.0,F002,critical,112.0,TECH01,pump,552.0,118.31
FR02,P001,WO1001,951.0,54.0,apres_midi,2019.0,F003,critical,69.0,TECH02,valve,1251.0,66.0
,P002,WO1003,1014.0,45.0,,2019.0,F003,minor,28.0,TECH01,pump,111.0,102.93
FR02,P003,WO1002,,42.0,nuit,2012.0,F004,major,132.0,TECH02,pump,,42.41
FR01,P003,WO1002,934.0,50.0,nuit,,F003,critical,32.0,TECH02,pump,632.0,95.54
FR02,P003,WO1002,947.0,40.0,,2015.0,F002,major,100.0,TECH03,pump,1825.0,21.99
FR02,P003,WO1002,1132.0,43.0,nuit,2012.0,F002,critical,121.0,TECH02,pump,1144.0,129.3
FR01,,WO1002,1118.0,44.0,apres_midi,2021.0,F004,minor,85.0,TECH02,pump,2750.0,96.75
FR01,P003,WO1001,1009.0,51.0,matin,2012.0,F001,major,97.0,TECH01,bearing,613.0,48.67
FR01,P001,WO1001,1153.0,50.0,matin,2021.0,F003,minor,46.0,TECH02,valve,2543.0,63.49
FR01,P001,WO1001,1087.0,43.0,apres_midi,2016.0,F003,minor,69.0,TECH01,,1785.0,39.5
FR01,P002,WO1002,930.0,,apres_midi,2012.0,F001,minor,78.0,TECH02,bearing,2156.0,107.49
FR02,P003,WO1003,1158.0,42.0,matin,2021.0,F002,major,119.0,TECH01,valve,2918.0,68.71
FR02,P003,WO1001,1062.0,49.0,,2017.0,F002,critical,97.0,TECH03,valve,953.0,144.06
FR02,P003,,970.0,45.0,matin,2015.0,F002,minor,174.0,TECH02,pump,1959.0,136.31
FR01,,WO1002,955.0,49.0,nuit,2021.0,F003,major,142.0,TECH01,sensor,2112.0,
FR01,P002,WO1003,,53.0,matin,2016.0,F001,critical,91.0,TECH01,sensor,1100.0,54.44
FR01,P003,WO1001,920.0,40.0,matin,2020.0,F001,minor,68.0,,bearing,2608.0,57.88
FR02,P002,WO1001,1007.0,54.0,nuit,2013.0,F002,critical,164.0,,pump,827.0,73.15
FR02,P003,WO1003,952.0,45.0,nuit,2014.0,F003,critical,141.0,TECH01,sensor,1253.0,139.38
FR01,P003,WO1002,905.0,52.0,apres_midi,,F001,major,135.0,TECH01,valve,1510.0,81.58
FR02,P001,WO1003,1130.0,47.0,nuit,2020.0,F003,major,89.0,TECH01,valve,1778.0,32.45
FR01,P002,,981.0,49.0,matin,2014.0,F004,major,20.0,TECH02,sensor,1851.0,50.33
FR02,P001,WO1001,1116.0,53.0,nuit,2021.0,F002,critical,45.0,TECH02,pump,2557.0,26.19
FR02,P002,WO1003,946.0,52.0,apres_midi,2016.0,F002,critical,44.0,TECH01,pump,2283.0,
FR02,P003,WO1003,1140.0,47.0,matin,2017.0,F004,major,128.0,TECH03,,792.0,139.97
FR01,P003,WO1001,1077.0,40.0,apres_midi,2017.0,F001,critical,135.0,TECH03,valve,2664.0,100.21
FR02,P002,WO1001,981.0,53.0,,2017.0,F002,critical,77.0,TECH03,pump,2859.0,33.17
FR02,,WO1002,1186.0,54.0,apres_midi,2012.0,F001,critical,41.0,TECH02,valve,273.0,95.88
FR01,P002,WO1001,1091.0,52.0,nuit,2017.0,,major,32.0,TECH03,bearing,899.0,146.28
FR02,P002,WO1001,1042.0,46.0,nuit,2012.0,F004,minor,116.0,TECH03,pump,962.0,21.97
FR01,P003,WO1003,1178.0,53.0,apres_midi,2017.0,F004,minor,172.0,TECH01,pump,2273.0,116.86
,P001,WO1002,940.0,,apres_midi,2021.0,F001,major,29.0,TECH03,sensor,2091.0,42.93
FR01,P002,WO1001,1170.0,49.0,apres_midi,2017.0,F002,critical,37.0,TECH02,valve,2910.0,69.02
FR01,P001,WO1003,986.0,51.0,apres_midi,2014.0,,major,74.0,TECH02,pump,1251.0,34.83
FR01,P001,WO1001,902.0,43.0,nuit,2014.0,F003,minor,174.0,TECH01,bearing,2042.0,20.84
FR02,P002,WO1001,1110.0,53.0,nuit,2017.0,F003,major,75.0,TECH01,valve,2634.0,
FR01,P001,WO1001,900.0,51.0,apres_midi,2013.0,F002,minor,75.0,TECH02,pump,853.0,94.46
FR01,P003,WO1001,974.0,45.0,nuit,2016.0,F001,minor,68.0,TECH01,,1584.0,137.14
FR01,P003,WO1002,1130.0,45.0,matin,2021.0,F004,major,173.0,TECH02,bearing,1295.0,22.8
FR01,,WO1003,9430.099895068206,54.0,nuit,2014.0,F002,major,132.0,TECH03,sensor,434.0,28.17
FR02,P003,WO1003,,44.0,apres_midi,2016.0,F003,minor,135.0,,sensor,2448.0,
FR01,P001,WO1001,924.0,49.0,,2014.0,F004,critical,,TECH02,bearing,703.0,146.5
FR02,P003,WO1003,1099.0,48.0,matin,2013.0,F001,critical,93.0,TECH03,valve,275.0,42.13
FR01,P002,WO1001,993.0,50.0,matin,2015.0,F002,minor,103.0,TECH03,bearing,1650.0,81.03
FR02,P003,WO1003,1007.0,49.0,nuit,2016.0,F002,critical,57.0,TECH03,sensor,2825.0,25.44
FR01,P002,WO1002,994.0,47.0,matin,2017.0,F004,minor,150.0,TECH01,valve,2027.0,130.59
FR01,,WO1002,990.0,51.0,matin,,F004,minor,142.0,TECH01,valve,608.0,143.18
FR02,P003,WO1003,943.0,45.0,nuit,2014.0,F003,minor,895.2144729942319,TECH01,pump,2482.0,118.31
FR01,P003,WO1001,922.0,43.0,nuit,2014.0,F001,,72.0,TECH02,,790.0,93.22
FR02,P001,WO1001,1089.0,52.0,nuit,2017.0,F004,major,146.0,TECH03,pump,1797.0,52.35
FR01,,WO1001,922.0,43.0,apres_midi,2012.0,F001,major,42.0,TECH01,pump,1415.0,43.25
FR02,P003,WO1001,1133.0,52.0,,2018.0,F001,minor,47.0,TECH01,pump,1143.0,87.03
FR01,P001,WO1002,1085.0,48.0,matin,2019.0,F002,major,110.0,TECH01,,1999.0,57.77
FR01,P003,WO1001,,53.0,matin,,F004,,179.0,TECH01,bearing,2672.0,107.16
FR02,P003,WO1001,1002.0,51.0,nuit,2015.0,F004,critical,39.0,TECH03,valve,1680.0,54.46
FR01,P003,WO1001,1088.0,52.0,matin,2018.0,F003,major,,TECH03,valve,2680.0,42.13
FR01,P002,WO1001,1088.0,43.0,nuit,2012.0,F002,major,22.0,TECH01,pump,2002.0,95.6
FR01,P003,WO1002,968.0,52.0,apres_midi,2019.0,F004,minor,22.0,TECH02,sensor,506.0,118.91
FR01,P001,WO1003,1013.0,46.0,nuit,2021.0,F004,major,42.0,TECH03,sensor,657.0,29.59
FR01,P003,WO1003,1003.0,53.0,matin,2021.0,F003,major,92.0,TECH02,valve,870.0,100.49
FR01,P003,WO1001,1007.0,45.0,nuit,2014.0,F003,major,52.0,TECH02,valve,2873.0,126.01
FR02,P001,WO1001,920.0,41.0,nuit,2020.0,F001,minor,83.0,TECH03,valve,1728.0,20.82
FR02,P001,WO1003,1165.0,44.0,nuit,2012.0,F002,critical,159.0,TECH02,pump,2595.0,49.11
FR02,P002,WO1002,1108.0,42.0,matin,2017.0,,minor,45.0,TECH03,valve,2492.0,58.82
FR01,P002,WO1002,1069.0,48.0,nuit,2012.0,F003,major,56.0,TECH01,pump,533.0,21.83
FR02,P002,WO1002,,49.0,nuit,2019.0,F004,major,133.0,TECH03,bearing,1271.0,108.14
FR01,P002,,1022.0,,matin,2014.0,F004,critical,93.0,TECH01,valve,472.0,74.52
FR01,P001,,1076.0,49.0,apres_midi,2015.0,F003,major,63.0,TECH02,sensor,2902.0,104.16
FR01,P003,WO1002,903.0,43.0,apres_midi,2017.0,F001,minor,158.0,TECH02,pump,1149.0,72.64
FR01,P003,WO1002,1087.0,52.0,matin,2015.0,F001,minor,43.0,TECH01,bearing,399.0,42.61
FR02,P003,WO1002,928.0,43.0,apres_midi,2019.0,F003,minor,111.0,TECH03,bearing,363.0,87.05
