maintenance_event_id,timestamp,machine_id,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,maintenance_type,failure_type,failure_code,failure_severity,repair_time_minutes,downtime_minutes,technician_id,spare_part_used,maintenance_cost
MEV5416,2026-01-20 01:20:00,M02,21.0,23.0,13.0,preventive,none,F002,critical,,147.0,TECH01,bearing,2786.0
MEV5417,2026-01-20 01:25:00,M01,53.0,7.0,7.0,corrective,,F004,critical,157.0,,TECH03,pump,1243.0
MEV5418,2026-01-20 01:30:00,M01,119.0,28.0,13.0,corrective,mechanical,F003,major,94.0,119.0,TECH02,pump,363.0
MEV5419,2026-01-20 01:35:00,M03,62.0,12.0,10.0,corrective,none,F001,major,113.0,91.0,TECH02,pump,2092.0
MEV5420,2026-01-20 01:40:00,M01,20.0,11.0,2.0,preventive,hydraulic,F001,minor,24.0,5.0,TECH01,valve,2005.0
MEV5421,2026-01-20 01:45:00,M01,4.0,16.0,2.0,preventive,hydraulic,F001,minor,,186.0,TECH02,bearing,2123.0
MEV5422,2026-01-20 01:50:00,M04,58.0,24.0,10.0,preventive,electrical,F001,major,153.0,173.0,TECH02,bearing,1145.0
,2026-01-20 01:55:00,M01,119.0,26.0,11.0,,mechanical,F003,minor,23.0,38.0,TECH01,bearing,2169.0
MEV5424,2026-01-20 02:00:00,M01,100.0,19.0,14.0,corrective,mechanical,F002,critical,136.0,178.0,TECH03,pump,934.0
MEV5425,2026-01-20 02:05:00,,19.0,11.0,7.0,preventive,none,F001,critical,91.0,104.0,,pump,1225.0
MEV5426,2026-01-20 02:10:00,M03,118.0,20.0,10.0,preventive,none,F004,critical,163.0,146.0,TECH02,bearing,129.0
MEV5427,2026-01-20 02:15:00,M01,33.0,0.0,8.0,,hydraulic,,minor,47.0,196.0,TECH03,bearing,2537.0
MEV5428,2026-01-20 02:20:00,M03,101.0,0.0,9.0,corrective,mechanical,F002,critical,109.0,74.0,TECH01,bearing,2545.0
,2026-01-20 02:25:00,M04,53.0,24.0,8.0,corrective,none,F001,,108.0,14.0,TECH01,pump,2268.0
,2026-01-20 02:30:00,M03,41.0,4.0,12.0,preventive,hydraulic,F003,critical,73.0,135.0,TECH03,sensor,1003.0
MEV5431,2026-01-20 02:35:00,M02,48.0,7.0,12.0,preventive,electrical,F004,major,83.0,204.0,TECH03,pump,7834.856088560886
MEV5432,2026-01-20 02:40:00,M04,82.0,11.0,9.0,preventive,mechanical,F001,critical,111.0,,TECH02,bearing,2242.0
MEV5433,2026-01-20 02:45:00,M01,30.0,22.0,0.0,preventive,hydraulic,F001,critical,174.0,24.0,TECH03,sensor,1125.0
MEV5434,2026-01-20 02:50:00,M04,23.0,26.0,10.0,corrective,hydraulic,F004,major,119.0,35.0,TECH03,,
MEV5435,2026-01-20 02:55:00,M03,104.0,15.0,8.0,preventive,none,F001,minor,101.0,38.0,TECH02,sensor,581.0
MEV5436,2026-01-20 03:00:00,M04,55.0,8.0,8.0,preventive,mechanical,F004,minor,98.0,54.0,TECH03,sensor,264.0
,2026-01-20 03:05:00,M02,54.0,0.0,12.0,preventive,hydraulic,F002,,170.0,148.0,TECH01,valve,7834.856088560886
MEV5438,2026-01-20 03:10:00,,32.0,21.0,6.0,corrective,hydraulic,F004,critical,,107.0,TECH01,pump,565.0
MEV5439,2026-01-20 03:15:00,M01,111.0,4.0,11.0,corrective,mechanical,F002,major,21.0,207.0,TECH01,valve,289.0
MEV5440,2026-01-20 03:20:00,M02,89.0,28.0,3.0,,hydraulic,F003,minor,131.0,101.0,TECH02,bearing,545.0
MEV5441,2026-01-20 03:25:00,,12.0,1.0,2.0,corrective,hydraulic,F001,minor,93.0,25.0,TECH01,pump,1622.0
MEV5442,2026-01-20 03:30:00,M04,112.0,0.0,0.0,preventive,mechanical,F004,minor,163.0,17.0,TECH02,valve,407.0
,2026-01-20 03:35:00,,96.0,26.0,4.0,,electrical,F003,minor,24.0,173.0,TECH01,bearing,2633.0
MEV5444,2026-01-20 03:40:00,M04,11.0,16.0,6.0,preventive,mechanical,F001,minor,142.0,154.0,TECH02,sensor,842.0
MEV5445,2026-01-20 03:45:00,M02,38.0,28.0,10.0,corrective,hydraulic,F003,critical,115.0,131.0,TECH01,pump,2093.0
MEV5446,2026-01-20 03:50:00,M02,119.0,25.0,12.0,preventive,mechanical,F004,major,27.0,188.0,TECH03,sensor,639.0
MEV5447,2026-01-20 03:55:00,M04,90.0,8.0,8.0,preventive,mechanical,F004,major,176.0,43.0,TECH01,pump,2757.0
MEV5448,2026-01-20 04:00:00,M02,79.0,3.0,0.0,preventive,none,F004,critical,27.0,1065.3580960386676,TECH03,bearing,561.0
MEV5449,2026-01-20 04:05:00,M02,17.0,19.0,5.0,preventive,electrical,F003,major,153.0,112.0,TECH03,,1423.0
MEV5450,2026-01-20 04:10:00,M03,86.0,8.0,0.0,corrective,hydraulic,F002,minor,63.0,179.0,TECH03,pump,2066.0
MEV5451,2026-01-20 04:15:00,M01,,8.0,11.0,preventive,hydraulic,F001,critical,157.0,117.0,TECH02,valve,1368.0
MEV5452,2026-01-20 04:20:00,M03,10.0,15.0,6.0,preventive,mechanical,F002,major,57.0,114.0,TECH01,valve,2122.0
MEV5453,,M04,22.0,19.0,12.0,,hydraulic,F004,minor,124.0,125.0,TECH01,valve,7834.856088560886
MEV5454,2026-01-20 04:30:00,M02,97.0,25.0,4.0,preventive,electrical,F004,critical,38.0,218.0,TECH01,bearing,2041.0
MEV5455,2026-01-20 04:35:00,M03,53.0,,9.0,preventive,hydraulic,F002,critical,126.0,,TECH02,bearing,255.0
MEV5456,2026-01-20 04:40:00,M02,108.0,26.0,6.0,preventive,mechanical,,major,163.0,49.0,TECH01,bearing,1800.0
MEV5457,2026-01-20 04:45:00,M02,88.0,16.0,7.0,preventive,none,F004,critical,37.0,79.0,TECH01,,1086.0
MEV5458,2026-01-20 04:50:00,M01,44.0,7.0,10.0,preventive,,F004,major,169.0,10.0,TECH03,sensor,865.0
MEV5459,2026-01-20 04:55:00,,21.0,23.0,2.0,preventive,hydraulic,F003,critical,20.0,176.0,TECH01,bearing,1436.0
MEV5460,2026-01-20 05:00:00,M04,85.0,,1.0,preventive,hydraulic,F001,major,75.0,174.0,TECH03,sensor,2886.0
MEV5461,2026-01-20 05:05:00,M03,80.0,0.0,8.0,preventive,mechanical,F001,major,57.0,166.0,TECH02,pump,2694.0
MEV5462,2026-01-20 05:10:00,M02,96.0,20.0,,preventive,electrical,F004,major,,76.0,TECH01,bearing,267.0
MEV5463,2026-01-20 05:15:00,M03,101.0,18.0,0.0,corrective,hydraulic,F003,major,33.0,142.0,TECH02,pump,2354.0
MEV5464,2026-01-20 05:20:00,M02,33.0,21.0,3.0,,hydraulic,F001,critical,168.0,163.0,TECH02,valve,2374.0
MEV5465,2026-01-20 05:25:00,M01,65.0,1.0,,corrective,electrical,F002,major,63.0,139.0,TECH03,pump,1093.0
MEV5466,2026-01-20 05:30:00,M02,64.0,18.0,4.0,preventive,none,F001,critical,128.0,164.0,TECH02,bearing,1508.0
MEV5467,2026-01-20 05:35:00,M04,78.0,13.0,12.0,preventive,none,F003,major,135.0,100.0,TECH03,pump,786.0
MEV5468,2026-01-20 05:40:00,M03,23.0,23.0,2.0,preventive,none,F001,major,55.0,15.0,TECH01,bearing,2797.0
MEV5469,2026-01-20 05:45:00,M02,114.0,4.0,1.0,preventive,electrical,F001,major,65.0,145.0,TECH01,pump,281.0
MEV5470,,M03,68.0,2.0,10.0,corrective,electrical,F002,minor,91.0,223.0,TECH01,bearing,2482.0
MEV5471,2026-01-20 05:55:00,M01,6.0,3.0,13.0,corrective,none,F003,critical,102.0,216.0,TECH01,valve,2574.0
MEV5472,2026-01-20 06:00:00,M04,25.0,15.0,8.0,preventive,hydraulic,F002,major,94.0,77.0,TECH01,valve,2276.0
MEV5473,2026-01-20 06:05:00,M01,62.0,9.0,8.0,preventive,none,F002,major,64.0,120.0,TECH01,valve,685.0
MEV5474,2026-01-20 06:10:00,M04,47.0,15.0,6.0,preventive,electrical,F002,critical,114.0,63.0,TECH03,bearing,895.0
MEV5475,2026-01-20 06:15:00,M02,14.0,3.0,7.0,corrective,mechanical,F003,major,128.0,187.0,TECH02,,2368.0
MEV5476,2026-01-20 06:20:00,,90.0,28.0,3.0,corrective,electrical,F002,minor,81.0,54.0,TECH02,bearing,984.0
MEV5477,2026-01-20 06:25:00,M01,67.0,0.0,8.0,corrective,mechanical,F004,minor,118.0,237.0,TECH03,valve,2134.0
MEV5478,2026-01-20 06:30:00,M03,43.0,9.0,4.0,preventive,mechanical,,critical,,58.0,TECH03,pump,962.0
MEV5479,2026-01-20 06:35:00,M01,58.0,20.0,0.0,corrective,electrical,,minor,114.0,89.0,TECH03,bearing,647.0
MEV5480,2026-01-20 06:40:00,M03,111.0,27.0,7.0,preventive,,F003,critical,133.0,166.0,TECH01,sensor,1746.0
MEV5481,2026-01-20 06:45:00,M01,68.0,25.0,3.0,preventive,hydraulic,F004,major,59.0,158.0,TECH02,sensor,2959.0
MEV5482,2026-01-20 06:50:00,M04,65.0,21.0,6.0,corrective,none,F001,,57.0,45.0,TECH03,pump,2967.0
,2026-01-20 06:55:00,M01,74.0,28.0,,preventive,electrical,F001,critical,54.0,191.0,TECH02,pump,1193.0
MEV5484,2026-01-20 07:00:00,M04,43.0,6.0,10.0,preventive,mechanical,F002,minor,116.0,169.0,TECH01,pump,2870.0
MEV5485,2026-01-20 07:05:00,M03,104.0,0.0,13.0,corrective,electrical,F003,minor,113.0,109.0,TECH03,valve,2992.0
MEV5486,2026-01-20 07:10:00,M03,85.0,8.0,12.0,preventive,hydraulic,F001,minor,143.0,172.0,TECH02,sensor,2771.0
MEV5487,2026-01-20 07:15:00,M03,2.0,4.0,4.0,corrective,none,F002,critical,36.0,77.0,TECH03,,1626.0
MEV5488,,M04,,19.0,6.0,preventive,none,F004,minor,69.0,,TECH02,sensor,
MEV5489,2026-01-20 07:25:00,M04,16.0,14.0,1.0,preventive,hydraulic,F003,major,134.0,208.0,TECH02,pump,679.0
MEV5490,2026-01-20 07:30:00,M01,10.0,7.0,1.0,preventive,none,F004,major,142.0,110.0,TECH03,sensor,1378.0
MEV5491,2026-01-20 07:35:00,M02,4.0,4.0,14.0,preventive,,,major,135.0,21.0,TECH01,pump,642.0
MEV5492,2026-01-20 07:40:00,M04,99.0,7.0,3.0,corrective,electrical,,major,131.0,,TECH01,bearing,258.0
MEV5493,2026-01-20 07:45:00,M02,23.0,19.0,7.0,preventive,electrical,F003,critical,152.0,18.0,TECH01,pump,
MEV5494,2026-01-20 07:50:00,M03,42.0,27.0,8.0,preventive,hydraulic,F004,major,174.0,137.0,TECH01,sensor,687.0
MEV5495,2026-01-20 07:55:00,M03,93.0,1.0,8.0,preventive,mechanical,F001,critical,41.0,96.0,TECH01,bearing,1526.0
MEV5496,2026-01-20 08:00:00,M02,63.0,21.0,11.0,preventive,none,F003,major,25.0,8.0,TECH03,pump,
MEV5497,2026-01-20 08:05:00,M04,67.0,28.0,9.0,corrective,electrical,F004,critical,46.0,74.0,TECH01,,798.0
MEV5498,2026-01-20 08:10:00,M03,60.0,0.0,3.0,corrective,hydraulic,F001,minor,24.0,36.0,TECH03,bearing,
MEV5499,2026-01-20 08:15:00,M01,104.0,,,,none,,major,116.0,25.0,TECH03,sensor,1294.0
MEV5500,2026-01-20 08:20:00,M02,70.0,8.0,4.0,corrective,hydraulic,F002,major,47.0,108.0,TECH03,bearing,1647.0
MEV5501,2026-01-20 08:25:00,M02,44.0,24.0,10.0,corrective,none,F002,major,70.0,166.0,TECH03,sensor,1964.0
MEV5502,2026-01-20 08:30:00,M04,110.0,12.0,2.0,preventive,mechanical,F003,minor,47.0,75.0,TECH02,pump,1089.0
MEV5503,2026-01-20 08:35:00,M02,104.0,5.0,13.0,corrective,mechanical,,major,140.0,215.0,TECH02,valve,2088.0
MEV5504,2026-01-20 08:40:00,,72.0,20.0,2.0,corrective,mechanical,F003,minor,114.0,92.0,TECH02,valve,1739.0
MEV5505,2026-01-20 08:45:00,M04,69.0,29.0,13.0,preventive,none,F002,major,165.0,109.0,TECH02,pump,1145.0
MEV5506,2026-01-20 08:50:00,M01,107.0,24.0,4.0,preventive,hydraulic,F002,major,31.0,217.0,TECH02,bearing,2807.0
MEV5507,2026-01-20 08:55:00,M04,39.0,3.0,14.0,preventive,hydraulic,F003,major,117.0,178.0,TECH01,bearing,2253.0
MEV5508,2026-01-20 09:00:00,M02,84.0,25.0,3.0,corrective,none,F004,critical,43.0,152.0,TECH03,pump,2231.0
MEV5509,2026-01-20 09:05:00,M03,119.0,19.0,6.0,corrective,electrical,F002,major,161.0,74.0,TECH03,sensor,
MEV5510,2026-01-20 09:10:00,M03,89.0,28.0,4.0,,none,F001,minor,148.0,11.0,TECH03,bearing,1834.0
MEV5511,2026-01-20 09:15:00,M04,20.0,,2.0,preventive,mechanical,F004,major,47.0,145.0,TECH01,,7834.856088560886
MEV5512,2026-01-20 09:20:00,M04,108.0,,0.0,preventive,none,F004,minor,146.0,183.0,TECH01,bearing,1899.0
MEV5513,2026-01-20 09:25:00,M01,94.0,10.0,5.0,preventive,hydraulic,F004,major,76.0,55.0,TECH03,pump,991.0
MEV5514,2026-01-20 09:30:00,M03,45.0,2.0,5.0,preventive,hydraulic,F003,minor,78.0,31.0,TECH02,bearing,576.0
MEV5515,2026-01-20 09:35:00,M03,114.0,7.0,,preventive,none,F002,major,138.0,,,bearing,2867.0
MEV5516,2026-01-20 09:40:00,M03,56.0,0.0,6.0,corrective,electrical,F004,minor,,44.0,TECH02,sensor,1665.0
,2026-01-20 09:45:00,M03,,22.0,5.0,preventive,,F003,critical,109.0,100.0,TECH02,valve,102.0
MEV5518,2026-01-20 09:50:00,M02,6.0,6.0,6.0,preventive,none,F002,critical,62.0,226.0,TECH02,bearing,2511.0
MEV5519,2026-01-20 09:55:00,M02,106.0,2.0,11.0,preventive,mechanical,F002,critical,136.0,212.0,TECH03,valve,1971.0
,2026-01-20 10:00:00,M02,86.0,0.0,14.0,preventive,hydraulic,F002,major,53.0,163.0,TECH02,bearing,802.0
MEV5521,2026-01-20 10:05:00,M02,23.0,2.0,9.0,preventive,hydraulic,F001,major,117.0,151.0,TECH01,valve,2976.0
MEV5522,2026-01-20 10:10:00,,104.0,11.0,8.0,preventive,mechanical,F002,minor,110.0,155.0,TECH01,valve,1007.0
MEV5523,2026-01-20 10:15:00,M04,32.0,16.0,1.0,preventive,mechanical,F004,major,128.0,197.0,TECH03,bearing,820.0
MEV5524,2026-01-20 10:20:00,M03,47.0,20.0,7.0,preventive,hydraulic,F004,critical,143.0,,TECH02,sensor,1432.0
MEV5525,2026-01-20 10:25:00,M03,97.0,14.0,8.0,corrective,electrical,F002,critical,146.0,,TECH02,valve,1206.0
MEV5526,2026-01-20 10:30:00,M02,116.0,,0.0,preventive,none,F002,major,35.0,156.0,TECH03,bearing,2216.0
MEV5527,2026-01-20 10:35:00,M03,43.0,24.0,13.0,preventive,electrical,F001,major,,119.0,TECH03,sensor,2557.0
MEV5528,2026-01-20 10:40:00,M03,32.0,16.0,12.0,corrective,none,F004,major,,143.0,TECH02,bearing,2164.0
MEV5529,2026-01-20 10:45:00,M02,50.0,1.0,14.0,corrective,mechanical,F001,minor,154.0,3.0,TECH01,sensor,871.0
MEV5530,2026-01-20 10:50:00,M03,21.0,3.0,5.0,preventive,electrical,,minor,,210.0,TECH01,bearing,853.0
MEV5531,2026-01-20 10:55:00,M02,100.0,13.0,10.0,preventive,mechanical,F003,major,179.0,70.0,TECH01,pump,
MEV5532,2026-01-20 11:00:00,M03,32.0,22.0,,corrective,electrical,F001,major,104.0,,TECH02,valve,1988.0
MEV5533,2026-01-20 11:05:00,M01,63.0,1.0,3.0,preventive,electrical,F001,major,102.0,75.0,TECH03,bearing,1924.0
MEV5534,2026-01-20 11:10:00,M04,19.0,8.0,13.0,preventive,mechanical,F004,major,62.0,193.0,TECH03,valve,1043.0
MEV5535,2026-01-20 11:15:00,M04,86.0,4.0,49.32201613748297,preventive,mechanical,F001,minor,176.0,142.0,TECH01,sensor,2962.0
MEV5536,2026-01-20 11:20:00,M01,,24.0,6.0,preventive,electrical,F001,major,111.0,,TECH01,bearing,
MEV5537,2026-01-20 11:25:00,M03,12.0,11.0,4.0,corrective,none,,critical,107.0,32.0,TECH01,bearing,1945.0
MEV5538,2026-01-20 11:30:00,M04,70.0,14.0,2.0,corrective,none,F001,major,159.0,11.0,TECH02,sensor,1484.0
MEV5539,2026-01-20 11:35:00,M04,,23.0,3.0,preventive,hydraulic,F004,major,45.0,213.0,TECH01,,1042.0
MEV5540,2026-01-20 11:40:00,M01,55.0,4.0,14.0,preventive,none,F004,critical,76.0,29.0,TECH02,valve,1022.0
MEV5541,2026-01-20 11:45:00,M01,35.0,16.0,8.0,preventive,none,F002,minor,126.0,104.0,TECH03,pump,1416.0
MEV5542,2026-01-20 11:50:00,M03,48.0,25.0,11.0,preventive,,F002,minor,67.0,35.0,TECH03,,2011.0
,2026-01-20 11:55:00,M01,46.0,25.0,3.0,preventive,hydraulic,F004,minor,45.0,140.0,TECH03,valve,1060.0
MEV5544,2026-01-20 12:00:00,M01,5.0,26.0,5.0,preventive,none,F003,critical,81.0,234.0,TECH01,,2644.0
MEV5545,,M01,38.0,27.0,11.0,preventive,none,F001,critical,34.0,177.0,TECH02,pump,240.0
MEV5546,2026-01-20 12:10:00,M02,113.0,15.0,4.0,preventive,hydraulic,F001,,44.0,164.0,TECH02,bearing,241.0
MEV5547,2026-01-20 12:15:00,M03,24.0,19.0,,corrective,electrical,F003,minor,,157.0,TECH01,,1190.0
MEV5548,2026-01-20 12:20:00,M01,35.0,8.0,14.0,corrective,,F003,major,37.0,233.0,TECH01,sensor,2612.0
MEV5549,2026-01-20 12:25:00,M02,76.0,22.0,14.0,preventive,hydraulic,F003,major,148.0,96.0,TECH01,sensor,1806.0
MEV5550,,M03,49.0,1.0,14.0,preventive,none,F004,critical,103.0,159.0,TECH03,sensor,288.0
MEV5551,2026-01-20 12:35:00,M03,98.0,25.0,1.0,corrective,mechanical,F004,minor,53.0,16.0,,,2370.0
MEV5552,2026-01-20 12:40:00,M03,1.0,20.0,0.0,corrective,mechanical,F003,major,107.0,238.0,TECH01,pump,409.0
MEV5553,2026-01-20 12:45:00,M02,115.0,0.0,5.0,corrective,electrical,F001,major,136.0,25.0,TECH01,sensor,197.0
MEV5554,2026-01-20 12:50:00,M02,46.0,2.0,7.0,preventive,none,F003,minor,172.0,22.0,TECH03,pump,1210.0
MEV5555,,M04,41.0,19.0,1.0,preventive,mechanical,F003,critical,56.0,216.0,TECH03,,1790.0
MEV5556,2026-01-20 13:00:00,,39.0,19.0,6.0,corrective,mechanical,F001,minor,24.0,46.0,TECH03,bearing,1129.0
MEV5557,2026-01-20 13:05:00,M04,43.0,19.0,6.0,preventive,electrical,F004,minor,,33.0,TECH02,sensor,2246.0
MEV5558,2026-01-20 13:10:00,M02,44.0,20.0,1.0,corrective,hydraulic,F003,minor,35.0,109.0,TECH02,sensor,2898.0
,2026-01-20 13:15:00,M02,108.0,27.0,10.0,preventive,none,F003,major,59.0,48.0,TECH01,sensor,565.0
,2026-01-20 13:20:00,M02,111.0,29.0,5.0,preventive,electrical,F002,major,89.0,123.0,TECH03,pump,1277.0
MEV5561,2026-01-20 13:25:00,M04,28.0,23.0,5.0,corrective,electrical,F001,major,47.0,173.0,TECH03,valve,2717.0
MEV5562,2026-01-20 13:30:00,M02,91.0,14.0,0.0,preventive,mechanical,F004,minor,158.0,172.0,,sensor,630.0
MEV5563,2026-01-20 13:35:00,M02,57.0,,2.0,preventive,none,F003,minor,99.0,36.0,TECH03,pump,268.0
MEV5564,2026-01-20 13:40:00,M04,21.0,,,preventive,mechanical,F003,major,172.0,1065.3580960386676,TECH02,valve,2811.0
MEV5565,2026-01-20 13:45:00,M01,,10.0,5.0,corrective,,F004,critical,119.0,172.0,TECH03,sensor,876.0
MEV5566,2026-01-20 13:50:00,M03,80.0,24.0,13.0,preventive,electrical,F002,major,141.0,91.0,TECH03,bearing,382.0
MEV5567,2026-01-20 13:55:00,M01,98.0,24.0,0.0,preventive,hydraulic,F004,,158.0,206.0,TECH03,pump,1262.0
MEV5568,2026-01-20 14:00:00,M01,89.0,7.0,6.0,preventive,none,F002,minor,26.0,6.0,TECH02,pump,583.0
MEV5569,2026-01-20 14:05:00,M04,49.0,5.0,7.0,preventive,hydraulic,F002,minor,22.0,75.0,TECH01,pump,1560.0
MEV5570,2026-01-20 14:10:00,,107.0,3.0,7.0,preventive,electrical,F004,major,170.0,17.0,TECH01,sensor,1416.0
MEV5571,2026-01-20 14:15:00,M04,24.0,0.0,8.0,corrective,electrical,F004,critical,42.0,,TECH02,,1158.0
MEV5572,2026-01-20 14:20:00,M02,38.0,10.0,3.0,preventive,hydraulic,F004,minor,169.0,82.0,TECH01,valve,2624.0
MEV5573,2026-01-20 14:25:00,M03,31.0,2.0,14.0,preventive,electrical,F001,major,141.0,74.0,TECH03,valve,1806.0
,2026-01-20 14:30:00,M04,84.0,16.0,2.0,preventive,mechanical,F001,minor,,38.0,TECH02,bearing,427.0
MEV5575,2026-01-20 14:35:00,,53.0,8.0,5.0,preventive,none,F003,,151.0,117.0,TECH03,valve,581.0
MEV5576,2026-01-20 14:40:00,M01,69.0,29.0,6.0,preventive,none,F003,minor,58.0,,TECH03,pump,
MEV5577,2026-01-20 14:45:00,M04,71.0,0.0,11.0,preventive,none,F002,critical,130.0,152.0,TECH02,pump,1461.0
MEV5578,2026-01-20 14:50:00,M02,7.0,15.0,3.0,corrective,electrical,F003,major,78.0,84.0,TECH03,bearing,2364.0
MEV5579,2026-01-20 14:55:00,M01,85.0,18.0,11.0,preventive,hydraulic,F003,minor,166.0,116.0,TECH03,pump,1343.0
MEV5580,2026-01-20 15:00:00,M02,58.0,,6.0,preventive,electrical,F003,critical,,68.0,TECH01,valve,7834.856088560886
MEV5581,2026-01-20 15:05:00,M03,15.0,21.0,6.0,preventive,mechanical,F001,minor,95.0,184.0,TECH02,pump,2039.0
MEV5582,2026-01-20 15:10:00,M04,19.0,5.0,10.0,corrective,hydraulic,F001,major,83.0,98.0,TECH02,valve,2473.0
MEV5583,2026-01-20 15:15:00,M02,112.0,22.0,13.0,preventive,electrical,F003,minor,73.0,65.0,TECH02,sensor,905.0
MEV5584,2026-01-20 15:20:00,M02,76.0,21.0,4.0,corrective,none,F001,minor,82.0,219.0,TECH01,valve,2109.0
MEV5585,2026-01-20 15:25:00,M03,56.0,11.0,2.0,preventive,mechanical,F004,critical,65.0,165.0,TECH03,valve,1178.0
MEV5586,2026-01-20 15:30:00,M04,62.0,11.0,5.0,corrective,electrical,F001,major,103.0,23.0,TECH02,bearing,150.0
MEV5587,2026-01-20 15:35:00,M01,70.0,24.0,5.0,preventive,electrical,F002,major,137.0,53.0,TECH03,bearing,
MEV5588,2026-01-20 15:40:00,M04,52.0,16.0,12.0,preventive,electrical,F004,major,78.0,51.0,TECH03,bearing,839.0
MEV5589,2026-01-20 15:45:00,M04,58.0,24.0,2.0,preventive,hydraulic,F002,major,114.0,11.0,TECH01,pump,683.0
MEV5590,2026-01-20 15:50:00,M02,101.0,17.0,12.0,corrective,hydraulic,F002,major,61.0,111.0,TECH01,valve,2889.0
MEV5591,2026-01-20 15:55:00,M01,32.0,5.0,3.0,preventive,hydraulic,F001,major,127.0,206.0,TECH03,sensor,2530.0
MEV5592,2026-01-20 16:00:00,M04,55.0,21.0,12.0,preventive,none,F003,minor,123.0,99.0,TECH02,bearing,
MEV5593,2026-01-20 16:05:00,M03,119.0,13.0,10.0,preventive,hydraulic,F004,critical,124.0,26.0,,bearing,1777.0
MEV5594,2026-01-20 16:10:00,M01,118.0,15.0,10.0,preventive,hydraulic,F001,critical,133.0,1065.3580960386676,TECH03,bearing,2245.0
MEV5595,2026-01-20 16:15:00,M01,101.0,17.0,,preventive,electrical,F003,critical,124.0,74.0,TECH01,valve,1484.0
MEV5596,2026-01-20 16:20:00,M01,52.0,12.0,4.0,,hydraulic,F004,major,76.0,76.0,TECH02,bearing,2240.0
MEV5597,2026-01-20 16:25:00,,91.0,7.0,14.0,preventive,hydraulic,F003,major,125.0,15.0,TECH01,bearing,2275.0
MEV5598,2026-01-20 16:30:00,M04,8.0,7.0,6.0,corrective,hydraulic,F003,minor,164.0,228.0,TECH01,pump,804.0
MEV5599,2026-01-20 16:35:00,M04,89.0,23.0,0.0,preventive,hydraulic,F003,minor,149.0,215.0,TECH02,bearing,1202.0
MEV5600,2026-01-20 16:40:00,M02,4.0,3.0,2.0,preventive,electrical,,minor,127.0,123.0,TECH02,valve,1026.0
MEV5601,2026-01-20 16:45:00,M01,67.0,10.0,0.0,corrective,hydraulic,F001,major,108.0,228.0,TECH01,valve,2791.0
MEV5602,2026-01-20 16:50:00,M04,96.0,1.0,5.0,preventive,hydraulic,F001,minor,99.0,208.0,TECH03,bearing,1689.0
,2026-01-20 16:55:00,M04,75.0,16.0,,preventive,electrical,F001,major,128.0,208.0,TECH02,pump,690.0
MEV5604,2026-01-20 17:00:00,M03,51.0,9.0,0.0,preventive,electrical,F002,critical,65.0,58.0,TECH01,sensor,1820.0
MEV5605,2026-01-20 17:05:00,M02,94.0,27.0,4.0,preventive,mechanical,F004,critical,103.0,65.0,TECH01,bearing,
MEV5606,2026-01-20 17:10:00,M02,66.0,13.0,5.0,preventive,none,F003,major,174.0,143.0,TECH03,sensor,2769.0
MEV5607,2026-01-20 17:15:00,M01,34.0,19.0,4.0,corrective,hydraulic,,major,56.0,167.0,TECH03,valve,7834.856088560886
MEV5608,2026-01-20 17:20:00,M04,105.0,28.0,13.0,preventive,none,F001,minor,81.0,,TECH01,sensor,603.0
MEV5609,2026-01-20 17:25:00,M01,22.0,4.0,7.0,corrective,hydraulic,F002,major,30.0,192.0,TECH03,bearing,575.0
MEV5610,2026-01-20 17:30:00,M02,33.0,11.0,0.0,preventive,mechanical,F004,minor,55.0,80.0,TECH02,valve,332.0
MEV5611,2026-01-20 17:35:00,M01,13.0,0.0,3.0,preventive,none,F001,major,121.0,164.0,TECH01,sensor,336.0
MEV5612,2026-01-20 17:40:00,M04,92.0,13.0,5.0,preventive,mechanical,F004,critical,119.0,88.0,TECH02,sensor,516.0
,2026-01-20 17:45:00,M01,57.0,5.0,4.0,preventive,hydraulic,F004,major,75.0,,TECH01,bearing,2198.0
,2026-01-20 17:50:00,M03,105.0,13.0,3.0,corrective,none,F002,major,170.0,148.0,TECH01,sensor,1459.0
MEV5615,2026-01-20 17:55:00,M04,30.0,1.0,1.0,preventive,mechanical,F001,critical,70.0,79.0,TECH02,valve,246.0
MEV5616,2026-01-20 18:00:00,M04,33.0,9.0,6.0,corrective,hydraulic,F002,minor,99.0,159.0,TECH03,sensor,223.0
MEV5617,2026-01-20 18:05:00,M03,46.0,14.0,0.0,preventive,none,F004,minor,125.0,169.0,TECH02,sensor,2609.0
MEV5618,2026-01-20 18:10:00,M01,12.0,24.0,14.0,preventive,hydraulic,F003,minor,,177.0,TECH01,valve,1063.0
MEV5619,2026-01-20 18:15:00,M04,72.0,2.0,14.0,preventive,hydraulic,,minor,144.0,51.0,TECH03,sensor,2688.0
MEV5620,2026-01-20 18:20:00,,93.0,11.0,13.0,corrective,electrical,F001,major,142.0,173.0,TECH02,valve,550.0
MEV5621,2026-01-20 18:25:00,M01,107.0,6.0,10.0,preventive,hydraulic,F002,critical,179.0,166.0,TECH03,sensor,1628.0
MEV5622,2026-01-20 18:30:00,M02,26.0,3.0,11.0,corrective,electrical,F004,major,35.0,24.0,TECH01,bearing,1607.0
